Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months,Primary_Institute,Research_Categories,Funding_Start,Funding_End,title_keywords,patents,companies,companies_count
"Fenster, Aaron",Western University (Ontario),China-Canada Joint Health Research Initiative,200903CCI,China-Canada Joint Health Research Initiative - Grants Program,Analysis of Carotid Atherosclerosis Using 3D Ultrasound Imaging,"$141,923 ",$0 ,3 yrs 0 mth ,Circulatory and Respiratory Health,"ATHEROSCLEROSIS; STROKE, HEART FAILURE; CARDIOVASCULAR; IMAGING",2010-01-01,2012-12-31,"Carotid, Atherosclerosis, Ultrasound",0,0,0.0
"Bagli, Darius J",Hospital for Sick Children (Toronto),"Catalyst Grant: Environments, Genes and Chronic Disease",201304CEN,"Catalyst Grant: Environments, Genes and Chronic Disease",Environmental Microbe-Gene Interactions: Role of Host Epigenetics in Chronic Urinary Tract Infection,"$80,000 ",$0 ,1 yr 0 mth ,Infection and Immunity,"INFECTIOUS AND PARASITIC; GENITO/URINARY SYSTEM; RENAL FUNCTION, NEPHROLOGY, UROLOGY; ENVIRONMENTAL INFLUENCES ON HEALTH",2013-10-01,2014-09-30,"Microbe, Epigenetics, Urinary Tract Infection",0,0,0.0
"Riabowol, Karl T",University of Calgary,"Catalyst Grant - CEEHRC Epigenetics, Environment & Health",201111CAP,"Catalyst Grant: CEEHRC Epigenetics, Environment and Health",Single Chain Antibodies to Probe the Molecular Basis of Epigenetics In Living Cells.,"$97,470 ",$0 ,1 yr 0 mth ,Aging,AGING; BREAST CANCER; CANCER; GENETICS,2012-03-01,2013-02-28,"Single Chain, Antibodies, Epigenetics",0,0,0.0
"Sycuro, Laura K",University of Calgary,Catalyst Grant: STBBI Research in Canada: Beyond HIV/AIDS/Hepatitis C- Chlamydia,202106SC2,Catalyst Grant - STBBI Research in Canada: Beyond HIV/AIDS and Hepatitis C,Microbial modification of the cervicovaginal glycome as a risk factor for chlamydia,"$100,000 ",$0 ,1 yr 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; BACTERIOLOGY; BIOCHEMISTRY,2021-11-01,2022-10-31,"microbial, cervicovaginal, glycome",0,0,0.0
"Rash, Josh A",Memorial University of Newfoundland,Operating Grant: Opioid Crisis Knowledge Synthesis,201712OCK,Operating Grant: Opioid Crisis Knowledge Synthesis,"Healthcare provider knowledge, attitudes, beliefs and practices surrounding the prescription of opioids for chronic non-cancer pain: A systematic review and synthesis with a focus on clinical inertia.","$107,556 ",$0 ,0 yr 6 mths ,Health Services and Policy Research,PSYCHOSOCIAL AND HEALTH BEHAVIOURS; HEALTH CARE DELIVERY; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.; HEALTH RESEARCH,2018-03-01,2018-08-31,"opioids, chronic pain, clinical inertia",0,0,0.0
"Miller, Matthew S",McMaster University,Catalyst Grant: Avian Influenza OneHealth Research,202407AVI,Catalyst Grant: Catalyzing OneHealth Research on Avian Influenza,H5N1 Exposure and Immunity in Canadian Hutterites: A Key Sentinel Population,"$150,000 ",$0 ,1 yr 0 mth ,Infection and Immunity,VIROLOGY; IMMUNOLOGY-TRANSPLANTATION,2024-09-01,2025-08-31,"H5N1, Immunity, Sentinel",0,0,0.0
"Castellani, Christina A",Western University (Ontario),Catalyst Grant: Analysis of CLSA Data,202310ACD,Catalyst Grant: Analysis of CLSA Data,The effect of mitochondrial DNA variation on the nuclear epigenome in cardiovascular disease risk,"$70,000 ",$0 ,1 yr 0 mth ,Population and Public Health,"ATHEROSCLEROSIS; POPULATION HEALTH; GENOMICS, PROTEOMICS, AND BIOINFORMATICS; GENETICS",2024-03-01,2025-02-28,"mitochondrial DNA, epigenome, cardiovascular disease",0,0,0.0
"Turksen, Kursad",Ottawa Hospital Research Institute,Catalyst Grant: Pilot Projects in Aging,200909IAP,Institute of Aging Pilot Projects,Understanding the biological mechanisms of aging: Improving stemness in an aging stem cell population.,"$49,000 ",$0 ,1 yr 0 mth ,Aging,AGING; SKIN AND SUBCUTANEOUS TISSUS; CELL BIOLOGY,2010-02-01,2011-01-31,"aging, stem cells, stemness",0,0,0.0
"Peng, Chun","York University (Toronto, Ontario)",China-Canada Joint Health Research Initiative,201303CCI,China-Canada Joint Health Research Initiative - Grants Program,MicroRNAs as biomarkers and therapeutic targets of preeclampsia,"$225,000 ",$0 ,3 yrs 0 mth ,"Human Development, Child and Youth Health",PREGNANCY/BIRTH; PERINATAL; REPRODUCTION/PREGNANCY; CARDIOVASCULAR,2014-01-01,2016-12-31,"MicroRNAs, biomarkers, preeclampsia",0,0,0.0
"Brockman, Mark A","Simon Fraser University (Burnaby, B.C.)",Operating Grant: Emerging COVID-19 Research Gaps and Priorities - Vaccines,202104GA2,Operating Grant: Emerging COVID-19 Research Gaps and Priorities - Vaccines,Evaluating the durability and cross-reactivity of SARS-CoV-2 immunity elicited by COVID-19 vaccines,$0 ,$0 ,1 yr 0 mth ,Infection and Immunity,VIRAL; INFECTIOUS AND PARASITIC; VIROLOGY; IMMUNOLOGY-TRANSPLANTATION,2021-06-01,2022-05-31,"SARS-CoV-2, immunity, vaccines",0,0,0.0
"Bernstein, Charles N",University of Manitoba,Operating Grant: CAG Gastroenterology/Nutrition,200910GNO,CIHR - INMD  - CAG (Canadian Association of Gastroenterology) Partnership,Establishing the morbidity and mortality of ERCP:  A population-based study.,"$30,000 ",$0 ,2 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",GASTRO-INTESTINAL DISEASE; EPIDEMIOLOGY; GASTROINTESTINAL (LIVER),2010-07-01,2012-06-30,"ERCP, morbidity, mortality",0,0,0.0
"Ryan, Katherine S",University of British Columbia,Catalyst Grant: Catalyzing Innovation in Preterm Birth Research,201608CIP,Catalyst Grant: Catalyzing Innovation in Preterm Birth Research,Development of a genetic system for a pioneering member of the infant microbiota,"$200,000 ",$0 ,2 yrs 0 mth ,"Human Development, Child and Youth Health",COLITIS; METABOLISM AND NUTRITION; BACTERIOLOGY; BIOCHEMISTRY,2016-11-01,2018-10-31,"genetic system, microbiota, infant",0,0,0.0
"Hawkes, Michael T",University of Alberta,"Operating Grant: ECI grants in Maternal, Reproductive, Child & Youth Health",201705MRC,"Operating Grant: New Investigator Grants in Maternal, Reproductive, Child & Youth Health",Neuroprotective agents for cerebral malaria,"$71,853 ",$0 ,3 yrs 0 mth ,Infection and Immunity,PARASITIC; INFECTIOUS AND PARASITIC; INTERNATIONAL HEALTH; NERVOUS SYSTEM,2017-10-01,2020-09-30,"neuroprotective, cerebral malaria",0,0,0.0
"Fortin, Paul R",Universite Laval,Op. Gr.:Emerging COVID-19 Res. Gaps & Priorities (July 2021) - Immune Responses,202109EG9,Operating Grant: Emerging COVID-19 Research Gaps & Priorities (July 2021),COvid-19 Vaccines Booster in Immunocompromised Rheumatic Diseases (COVBIRD).,"$995,312 ",$0 ,1 yr 0 mth ,Infection and Immunity,"ARTHRITIS/OSTEOARTHRITIS; VIRAL; HEALTH RESEARCH; MUSCLE, BONE, OR JOINT",2021-12-01,2022-11-30,"COVID-19, Vaccines, Immunocompromised",0,0,0.0
"Stinson, Jennifer N",Hospital for Sick Children (Toronto),Pfizer Operating Grant in Disease Prevention and Management,201011XDM,Pfizer Operating Grant in Disease Prevention and Management,Teens Taking Charge: Development and Usability Testing of an Online Self-management and Transitional Care Program for Youth with Cancer,"$100,000 ",$0 ,1 yr 0 mth ,Cancer Research,PSYCHO-SOCIAL AND BEHAVIOURAL RESEARCH; HEALTH CARE DELIVERY; CANCER; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.,2011-04-01,2012-03-31,"self-management, transitional care, cancer",0,0,0.0
"Rohde, John R",Dalhousie University (Nova Scotia),Catalyst Grant: Infection and Immunity - New Investigator Catalyst Grant,200909CI1,Catalyst Grant: Infection and Immunity,Study of virulence in Shigella using a bar-coded collection of mutants,"$94,527 ",$0 ,1 yr 0 mth ,Infection and Immunity,"INFECTIOUS AND PARASITIC; GASTRO-INTESTINAL DISEASE; GENETICS; GENOMICS, PROTEOMICS, AND BIOINFORMATICS",2010-03-01,2011-02-28,"Shigella, virulence, mutants",0,0,0.0
"Sanati Nezhad, Amir",University of Calgary,Op. Gr.:Emerging COVID-19 Res. Gaps & Priorities (July 2021) - Immune Responses,202109EG9,Operating Grant: Emerging COVID-19 Research Gaps & Priorities (July 2021),REMOTE Study: Longitudinal Monitoring of the Incidence of SARS-CoV-2 Infection and Immunity Levels in Long-term Care Facilities,"$500,000 ",$0 ,1 yr 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; HEALTH RESEARCH,2021-12-01,2022-11-30,"SARS-CoV-2, Monitoring, Immunity",0,0,0.0
"Joundi, Raed",McMaster University,Catalyst Grant: Analysis of CLSA Data - IPPH Mandate,202209AC9,Catalyst Grant: Analysis of CLSA Data,Investigating novel targets and inflammatory pathways of cognitive decline in the CLSA,"$70,000 ",$0 ,1 yr 0 mth ,Aging,AGING; DETERMINANTS OF HEALTH; POPULATION HEALTH,2023-03-01,2024-02-29,"targets, inflammatory pathways, cognitive decline",0,0,0.0
"Fritz, Heidi M",Institute of Naturopathic Education and Research (Toronto),Knowledge Synthesis Grant,201310KRS,Knowledge Synthesis Grant,Natural Health Products and Prostate Cancer: A Systematic Review of the Literature,"$100,000 ",$0 ,1 yr 0 mth ,Cancer Research,PROSTATE AND BLADDER CANCER; HEALTH PROMOTION; CANCER; NUTRITION,2014-03-01,2015-02-28,"Natural health, prostate cancer, systematic review",0,0,0.0
"Lyons, Renee",University of Toronto,Knowledge Synthesis Grant,201304KRS,Knowledge Synthesis Grant,Stroke Rehabilitation and Patients with Multimorbidity: A Scoping Review,"$50,000 ",$0 ,1 yr 0 mth ,Circulatory and Respiratory Health,"STROKE, HEART FAILURE; HEALTH CARE DELIVERY; CARDIOVASCULAR; HEALTH RESEARCH",2013-10-01,2014-09-30,"Stroke, Rehabilitation, Multimorbidity",0,0,0.0
"Yao, Xiao-Jian",University of Manitoba,Op. Gr.: STBBI Research in Canada: Beyond HIV/AIDS and Hepatitis C - Chlamydia,202305OS1,STBBI Research in Canada: Beyond HIV/AIDS and Hepatitis C (Catalyst),Development of a multivalent rVSV vaccine against different Chlamydia trachomatis urogenital infections,"$450,000 ",$0 ,3 yrs 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; BACTERIOLOGY; IMMUNOLOGY-TRANSPLANTATION,2023-07-01,2026-06-30,"rVSV, vaccine, Chlamydia",0,0,0.0
"Vasudev, Akshya",London Health Sciences Centre Res. Inc. (Ont.),Catalyst Grant: PTSI among PSP workers,201809PPS,Post-Traumatic Stress Injuries among Public Safety Personnel,"The SKIP study: Sudarshan Kriya Yoga In Post traumatic stress injury (SKIP), an RCT for Public Safety Personnel","$133,398 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",MENTAL AND BEHAVIOURAL DISEASES; PSYCHO-SOCIAL AND BEHAVIOURAL RESEARCH; MENTAL HEALTH,2019-03-01,2020-02-29,"Sudarshan Kriya Yoga, PTSD, Public Safety",0,0,0.0
"Schrader, John W",University of British Columbia,Catalyst Grant: Systems Biology Approaches to Immunotherapy,200808CSB,Catalyst Grant: Systems Biology Approaches to Immunotherapy,A systems biology approach to identifying responders to immunotherapy with anti-cytokine antibodies,"$97,795 ",$0 ,1 yr 0 mth ,Infection and Immunity,MULTIPLE DISEASE RELEVANCE; IMMUNOLOGY-TRANSPLANTATION,2009-03-01,2010-02-28,"systems biology, immunotherapy, anti-cytokine",1,0,0.0
"Bacon, Simon L","Concordia University (Montreal, Quebec)",Catalyst Gr: Disease Prev./Risk Factor Modification - Non-communicable diseases,201909UD1,Catalyst Grants: Understanding Disease Prevention and Risk Factor Modification,Development of adjunct behavioural interventions to bariatric surgery to improve long-term behaviour change and outcomes,"$100,000 ",$0 ,1 yr 0 mth ,"Nutrition, Metabolism and Diabetes",PSYCHOSOCIAL AND HEALTH BEHAVIOURS; OBESITY; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.; HEALTH SERVICES RESEARCH,2020-03-01,2021-02-28,"behavioral interventions, bariatric surgery, long-term outcomes",0,0,0.0
"Sin, Donald",University of British Columbia,Catalyst Grant: HIV/AIDS and Co-morbidities - Biomedical/Clinical,201010HC1,HIV/AIDS and Co-morbidities,Novel Plasma Biomarkers to Predict Cardiovascular Disease and Lung Cancer in HIV/AIDs,$0 ,$0 ,1 yr 0 mth ,Population and Public Health,CARDIOLOGY; LUNG CANCER; CARDIOVASCULAR; CANCER,2011-03-01,2012-02-29,"Plasma, Biomarkers, Cardiovascular Disease",1,0,0.0
"Witteman, Holly M",Universite Laval,Catalyst Grant: Patient-Oriented Research,201909PAO,Catalyst Grant : Patient-Oriented Research,Answering questions that matter to people living with diabetes using the Canadian National Diabetes Registry,"$100,000 ",$0 ,1 yr 0 mth ,"Nutrition, Metabolism and Diabetes",DIABETES MELLITUS; ENDOCRINOLOGY,2020-03-01,2021-02-28,"diabetes, registry, questions",0,0,0.0
"Anthony, Samantha J",Hospital for Sick Children (Toronto),Patient-Oriented Research Collaboration Grants,201612PEG,Patient Engagement - Collaboration Grants (SPOR),Measuring what Matters: Integrating Patient-Reported Outcomes into Clinical Practice - A Consensus Conference,"$24,961 ",$0 ,1 yr 0 mth ,"Human Development, Child and Youth Health",PSYCHOSOCIAL AND HEALTH BEHAVIOURS; DETERMINANTS OF HEALTH; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.; MENTAL HEALTH,2017-03-01,2018-02-28,"Patient-Reported Outcomes, Clinical Practice",0,0,0.0
"King, Elizabeth M","Simon Fraser University (Burnaby, B.C.)",Operating Grant - HIV/AIDS CBR Program - General,202305CBR,HIV/AIDS and STBBI Community-Based Research (General stream) Merged,REDOSE-Women: ReEvaluating antiretroviral Drug cOncentrations and Side Effects in older women,"$449,027 ",$0 ,3 yrs 0 mth ,Gender and Health,AGING; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; DRUG RESEARCH,2023-09-01,2026-08-31,"antiretroviral, drug concentrations, women",1,Merck Sharp & Dohme Llc,1.0
"Wiper-Bergeron, Nadine L",University of Ottawa,Catalyst Grant: Pilot Projects in Aging,200909IAP,Institute of Aging Pilot Projects,"C/EBPbeta, a novel regulator of sarcopenia during aging.","$50,000 ",$0 ,1 yr 0 mth ,Aging,"AGING; MUSCULO SKELETAL; MUSCLE, BONE, OR JOINT",2010-02-01,2011-01-31,"C/EBPbeta, sarcopenia, aging",0,0,0.0
"Flemming, Jennifer A","Queen's University (Kingston, Ontario)",Catalyst Grant: Alcohol research - Specific Population: Other Population/General,202109AI6,Catalyst Grant: Alcohol research to inform health policies and interventions,The epidemiology of harmful alcohol use and associated liver-related outcomes among  adolescents and young adults in Ontario,"$99,203 ",$0 ,1 yr 0 mth ,Population and Public Health,EPIDEMIOLOGY; LIVER DISEASE; GASTROINTESTINAL (LIVER); POPULATION HEALTH,2022-03-01,2023-02-28,"alcohol use, liver outcomes, epidemiology",0,0,0.0
"Fradette, Julie",Universite Laval,Catalyst Grant: Musculoskeletal Health and Arthritis,201701CMA,Skin - Catalyst IMHA,Use of adipose-derived stem cells and hyperbaric oxygen therapy to enhance healing of skin wounds in irradiated tissues,"$100,000 ",$0 ,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"SKIN AND SUBCUTANEOUS TISSUS; INJURY, REGENERATION; CELL BIOLOGY; HEALTH RESEARCH",2017-03-01,2018-02-28,"adipose-derived stem cells, hyperbaric oxygen, skin wounds",0,0,0.0
"Titone, Debra",McGill University,Catalyst Grant: Pilot Projects in Aging - Biological & Clinical Aspects of Aging,201009IAB,Institute of Aging Pilot Projects,"The Consequences of Bilingualism in Healthy Older Adults For Cognitive Control, Language Processing, And Their Structural Brain Correlates","$50,000 ",$0 ,1 yr 0 mth ,Aging,AGING; PSYCHO-SOCIAL AND BEHAVIOURAL RESEARCH; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.,2011-03-01,2012-02-29,"Bilingualism, Cognitive Control, Brain",0,0,0.0
"Velez, Maria Del Pilar","Queen's University (Kingston, Ontario)",Op. Gr.: Addr. the Wider Impacts of COVID- Exacerb. of disp. among marg. pops.,202111WI3,Operating Grant : Addressing the Wider Health Impacts of COVID-,Impact of SARS-CoV-2 vaccination on women's reproductive health,"$158,000 ",$0 ,2 yrs 0 mth ,"Human Development, Child and Youth Health",REPRODUCTION/PREGNANCY; POPULATION HEALTH,2022-02-01,2024-01-31,"SARS-CoV-2, vaccination, reproductive health",0,0,0.0
"Cameron, Caroline E",University of Victoria (British Columbia),Op. Grant: STBBI Research in Canada: Beyond HIV/AIDS and Hepatitis C-Syphilis,202305OS4,STBBI Research in Canada: Beyond HIV/AIDS and Hepatitis C (Catalyst),Detecting dysregulated host processes during syphilis infection via multi-omics analyses of patient samples,"$450,000 ",$0 ,3 yrs 0 mth ,Infection and Immunity,SYPHILIS; MOLECULAR BIOLOGY; BACTERIOLOGY,2023-07-01,2026-06-30,"dysregulated processes, syphilis, multi-omics",0,0,0.0
"Roos, Leslie E",University of Manitoba,"Op Gr:Understanding/mitigating impacts of COVID-19 on children, youth & families",202107UIP,"Understanding/mitigating impacts of COVID-19 on children, youth & families",An mHealth Intervention and Community Partnership to Promote Mental Health in Children born to Mothers with Depression and Psychosocial Stress during COVID-19: A randomized controlled trial,"$150,000 ",$0 ,1 yr 0 mth ,"Human Development, Child and Youth Health",MENTAL AND BEHAVIOURAL DISEASES; PSYCHO-SOCIAL AND BEHAVIOURAL RESEARCH; MENTAL HEALTH; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.,2021-10-01,2022-09-30,"mHealth, mental health, children",0,0,0.0
"Baker, Andrew J",Unity Health Toronto,Catalyst Grant - Mild Traumatic Brain Injury - Blast-Induced,201210CLT,Mild Traumatic Brain Injury,Development of biomarker profile and rapid screening tool for mild traumatic brain injury due to subclinical primary blast.,$0 ,$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",ILL-DEFINED CONDITIONS; MENTAL AND BEHAVIOURAL DISEASES; NERVOUS SYSTEM; MOLECULAR BIOLOGY,2013-04-01,2014-03-31,"biomarker, screening, brain injury",2,Zebrapeutics Inc.,1.0
"Zabjek, Karl F",University of Toronto,Catalyst Grant: Bone Health,201006CBO,Catalyst Grant: Bone Health,Biomechanical determinants of surgical outcomes in adolescents with a Paediatric Spinal deformity.,"$87,752 ",$0 ,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; NONE OF THE ABOVE; MUSCLE, BONE, OR JOINT; HEALTH RESEARCH",2010-11-01,2011-10-31,"Biomechanical, surgical, spinal",0,0,0.0
"Rossi, Fabio M",University of British Columbia,Catalyst Grant: Systems Biology Approaches to Immunotherapy,200808CSB,Catalyst Grant: Systems Biology Approaches to Immunotherapy,The influence of inflammation on the balance between repair and  regeneration,"$100,000 ",$0 ,1 yr 0 mth ,Infection and Immunity,"INJURY, REGENERATION; MULTIPLE DISEASE RELEVANCE; NOT CLASSIFIED",2009-03-01,2010-02-28,"inflammation, repair, regeneration",0,0,0.0
"Picard, Frederic",Universite Laval,Catalyst Grant: Pilot Projects in Aging,200909IAP,Institute of Aging Pilot Projects,Discovery of OcaB as novel gene modulating longevity in nematodes,"$47,850 ",$0 ,1 yr 0 mth ,Aging,AGING; OBESITY; METABOLISM/DIABETES,2010-02-01,2011-01-31,"OcaB, gene, longevity",2,0,0.0
"Dixon, S. Jeffrey",Western University (Ontario),"Catalyst Grant: Environments, Genes and Chronic Disease",201304CEN,"Catalyst Grant: Environments, Genes and Chronic Disease",Mechanical environment - gene interactions in chronic musculoskeletal diseases,"$100,000 ",$0 ,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; ENVIRONMENTAL INFLUENCES ON HEALTH; MUSCLE, BONE, OR JOINT; GENETICS",2013-10-01,2014-09-30,"mechanical environment, gene interactions, musculoskeletal diseases",0,0,0.0
"Parry, Monica J",University of Toronto,Knowledge Synthesis Grant,201601KRS,Knowledge Synthesis Grant,Self-Management Programs for Women with Cardiac Pain: An Integrated Mixed Methods Systematic Review,"$100,000 ",$0 ,1 yr 0 mth ,Gender and Health,CARDIOLOGY; HEALTH PROMOTION; CARDIOVASCULAR; HEALTH RESEARCH,2016-06-01,2017-05-31,"Self-Management, Cardiac Pain, Women",0,0,0.0
"Kirsh, Victoria","Ontario Institute for Cancer Research (Toronto, Ontario)",Op. Gr.:Emerging COVID-19 Res. Gaps & Priorities (July 2021) - Immune Responses,202109EG9,Operating Grant: Emerging COVID-19 Research Gaps & Priorities (July 2021),Correlates of COVID-19 vaccine-induced protection and host factors that affect immune response,"$499,025 ",$0 ,1 yr 0 mth ,Infection and Immunity,IMMUNOLOGY-TRANSPLANTATION; POPULATION HEALTH,2021-12-01,2022-11-30,"COVID-19, vaccine, immune response",0,0,0.0
"Tremblay, Cecile L",Centre hospitalier de l'Universite de Montreal (CHUM),Catalyst Grant: Pandemic Outbreak Research Response,200908POR,Catalyst Grant: Pandemic Outbreak Research Response,Controlling the Influenza A H1N1 pandemic strain infection: dynamics and mechanisms of innate and adaptive immune responses in a system biology approach,"$297,105 ",$0 ,1 yr 0 mth ,Infection and Immunity,VIRAL; POPULATION HEALTH; VIROLOGY,2009-10-01,2010-09-30,"Influenza, immune responses, system biology",0,0,0.0
"Winstanley, Catharine A",University of British Columbia,Catalyst Grant: Health Impacts of Gambling and Gaming,202310GAM,Health Impacts of Gambling and Gaming,Investigating the neural and neurochemical processes regulating preference for a highly cued gambling game using a novel rat decision-making model,"$100,000 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",MENTAL AND BEHAVIOURAL DISEASES; NONE OF THE ABOVE; MENTAL HEALTH; DRUG RESEARCH,2024-03-01,2025-02-28,"neural, neurochemical, decision-making",0,0,0.0
"Johnson, David W",University of Calgary,Operating Grant: SPOR iCT Rewarding Success - Development Grants,201802DGA,SPOR iCT Rewarding Success - Phase 2: Ideathon,eMental Health for Youth and Young Adults: Rewarding Success Idea Brief,"$100,000 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",MENTAL AND BEHAVIOURAL DISEASES; HEALTH CARE DELIVERY; MENTAL HEALTH; HEALTH RESEARCH,2018-01-01,2018-06-30,"eMental Health, Youth, Success",0,0,0.0
"Duerden, Emma",Western University (Ontario),"Operating Grant: ECI grants in Maternal, Reproductive, Child & Youth Health",201905MRC,"Operating Grant: New Investigator Grants in Maternal, Reproductive, Child & Youth Health",Optimizing preterm delivery time: brain health & neurodevelopmental outcomes,"$105,000 ",$0 ,3 yrs 0 mth ,"Human Development, Child and Youth Health",PERINATAL; PREGNANCY/BIRTH; REPRODUCTION/PREGNANCY; IMAGING,2019-11-01,2022-10-31,"preterm, brain health, neurodevelopment",0,0,0.0
"Rose, Louise",University of Toronto,Knowledge Synthesis Grant,201104KRS,Knowledge Synthesis Grant,Mechanical ventilator weaning: a knowledge synthesis to guide practice and improve outcome,"$92,219 ",$0 ,1 yr 0 mth ,Circulatory and Respiratory Health,RESPIRATION; SUPPLEMENTARY CLASSIFICATIONS,2011-10-01,2012-09-30,"mechanical ventilator, weaning, knowledge synthesis",0,0,0.0
"Busse, Jason W",McMaster University,Knowledge Synthesis Grant,201310KRS,Knowledge Synthesis Grant,Management of Chronic Neuropathic Pain Syndromes: A Network Meta-Analysis,"$100,000 ",$0 ,1 yr 0 mth ,Health Services and Policy Research,MULTIPLE DISEASE RELEVANCE,2014-03-01,2015-02-28,"Neuropathic pain, Network meta-analysis",0,0,0.0
"Young, Tuma T",Cape Breton University,Cat. Gr.: Indigenous Approaches to Wellness Research- Wellness in Cancer control,201701IA1,Indigenous Approaches to Wellness Research,Applications of indigenous knowledge of birch bark oil for topical treatments of skin conditions,"$150,000 ",$0 ,0 yr 1 mth ,Infection and Immunity,SKIN AND SUBCUTANEOUS TISSUS; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; HEALTH RESEARCH; DRUG RESEARCH,2017-03-01,2018-02-28,"birch bark oil, skin conditions, topical",0,0,0.0
"Serghides, Lena",University Health Network (Toronto),Catalyst Grant: Infection and Immunity - New Investigator Catalyst Grant,200909CI1,Catalyst Grant: Infection and Immunity,"Angiogenesis and adverse pregnancy outcomes in women with HIV, a pilot study.","$95,710 ",$0 ,1 yr 0 mth ,Infection and Immunity,PREGNANCY/BIRTH; VIRAL; HEALTH RESEARCH; REPRODUCTION/PREGNANCY,2010-03-01,2011-02-28,"Angiogenesis, pregnancy, HIV",0,0,0.0
"Dostie, Josee",McGill University,"Catalyst Grant - CEEHRC Epigenetics, Environment & Health",201111CAP,"Catalyst Grant: CEEHRC Epigenetics, Environment and Health",Discovering Spatial Epigenetics,"$100,000 ",$0 ,1 yr 0 mth ,Genetics,"MULTIPLE DISEASE RELEVANCE; MULTIDISCIPLINARY; GENOMICS, PROTEOMICS, AND BIOINFORMATICS; MOLECULAR BIOLOGY",2015-07-01,2020-06-30,"Spatial, Epigenetics",0,0,0.0
"Hammond, Geoffrey L",University of British Columbia,China-Canada Joint Health Research Initiative,201103CCI,China-Canada Joint Health Research Initiative - Grants Program,Control of progesterone bioavailability at the maternal-fetal interface: relationship to pregnancy outcome,"$219,100 ",$0 ,3 yrs 0 mth ,"Human Development, Child and Youth Health",PREGNANCY/BIRTH; REPRODUCTION/PREGNANCY; ENDOCRINOLOGY,2012-01-01,2014-12-31,"progesterone, bioavailability, pregnancy",0,0,0.0
"Gage, William H","York University (Toronto, Ontario)",Catalyst Grant: Bone Health,201006CBO,Catalyst Grant: Bone Health,Acute effects of mechanical loads on bone and cartilage turnover: A pilot study to develop a model for human research.,"$98,875 ",$0 ,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; MUSCLE, BONE, OR JOINT",2010-11-01,2011-10-31,"mechanical loads,bone,cartilage",0,0,0.0
"Grant, Michael D",Memorial University of Newfoundland,Catalyst Grant: HIV/AIDS and Co-morbidities - Biomedical/Clinical,201010HC1,HIV/AIDS and Co-morbidities,"Cytomegalovirus, Immunosenescence and Immune Risk Profile in Human Immunodeficiency Virus Infection",$0 ,$0 ,1 yr 0 mth ,Infection and Immunity,AIDS; VIRAL; IMMUNOLOGY-TRANSPLANTATION; VIROLOGY,2011-03-01,2012-02-29,"Cytomegalovirus, Immunosenescence, HIV",0,0,0.0
"Thombs, Brett D",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Catalyst Grant: Musculoskeletal Health and Arthritis,201701CMA,MSK Health - Catalyst Grant IMHA,Scleroderma Patient-centered Intervention Network Teletherapy for Appearance Anxiety (SPIN-TAPA) Feasibility Study,"$100,000 ",$0 ,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; PSYCHOSOCIAL AND HEALTH BEHAVIOURS; MUSCLE, BONE, OR JOINT; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.",2017-03-01,2018-02-28,"Scleroderma, Teletherapy, Anxiety",0,0,0.0
"Busse, Jason W",McMaster University,Catalyst Gr: Cann Res in Urgent Areas-Cannabis in the context of pain management,201810CU2,Cannabis Research in Urgent Priority Areas,"The effect of cannabidiol vs. placebo on persistent post-surgical pain following total knee arthroplasty: A multicenter, randomized pilot trial","$123,377 ",$0 ,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; ARTHRITIS/OSTEOARTHRITIS; MUSCLE, BONE, OR JOINT",2019-03-01,2020-02-29,"cannabidiol, post-surgical pain, knee arthroplasty",0,0,0.0
