Name,Institution_Paid,Provinces,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months,Primary_Institute,Funding_Start,title_keywords,patents,companies,companies_count,company_position,grant_id,researcher_id
"Zhang, Li",University Health Network (Toronto),Ontario,Operating Grant,201503MOP,Immunology & Transplantation,Establishing donor-specific transplantation tolerance by harnessing DN regulatory T cells,"$676,395 ",$0 ,5 yrs 0 mth ,Infection and Immunity,2015/10/01,"donor-specific, transplantation, regulatory T cells",5,zN/A,0,zN/A,8565,4142
"Zhang, Liang",University Health Network (Toronto),Ontario,Catalyst Grant: Pilot Projects in Aging,201003IAP,Institute of Aging Pilot Projects,Pathophysiology and potential treatments of  ischemic-hypoxic injuries in aged brain,"$50,000 ",$0 ,1 yr 0 mth ,Aging,8/1/2010,"ischemic, hypoxic, brain",0,zN/A,0,zN/A,8566,4143
"Zhang, Shao-Ling",Centre hospitalier de l'Universite de Montreal (CHUM),Quebec,Operating Grant,201103MOP,"Diabetes, Obesity, Lipid & Lipoprotein Disorders",Maternal Diabetes and Perinatal Programming: Role of Reactive Oxygen Species,"$608,350 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2011/10/01,"Maternal Diabetes, Perinatal Programming, Reactive Oxygen Species",0,zN/A,0,zN/A,8567,4144
"Zhang, Shao-Ling",Centre hospitalier de l'Universite de Montreal (CHUM),Quebec,Catalyst Grant: Sex as a Variable in Biomedical Research,201711SVB,Catalyst Grant: Sex as a Variable in Biomedical or Translational Research,Loss of Angiotensin Type II Receptor (AT2R) Sex-Specifically Accelerates Maternal Diabetes-Induced Renal Programming in Diabetic Progeny,"$151,000 ",$0 ,2 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",4/1/2018,"Angiotensin, Receptor, Diabetes",0,zN/A,0,zN/A,8568,4144
"Zhang, Shao-Ling",Centre hospitalier de l'Universite de Montreal (CHUM),Quebec,Project Grant,202003PJT,"Clinical Investigation - A: Reproduction, Maternal, Child and Youth Health",Maternal Diabetes Induces Perinatal Programming of Chronic Kidney Disease: The Role of Hedgehog Interacting Protein (Hhip),"$818,550 ",$0 ,5 yrs 0 mth ,"Human Development, Child and Youth Health",2020/10/01,"Maternal Diabetes, Perinatal Programming, Chronic Kidney Disease",0,zN/A,0,zN/A,8569,4144
"Zhang, Shao-Ling",Centre hospitalier de l'Universite de Montreal (CHUM),Quebec,Project Grant,202003PJT,"Hematology, Digestive Disease & Kidney",Role of Hedgehog Interacting Protein (Hhip) in Diabetic Kidney Disease,"$818,550 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2020/10/01,"Hedgehog, Kidney Disease, Protein",0,zN/A,0,zN/A,8570,4144
"Zhang, Shetuan","Queen's University (Kingston, Ontario)",Ontario,Operating Grant,201009MOP,Cardiovascular System - A: Cells and Tissues,Endocytic degradation of hERG potassium channels in cardiac function and disease,"$698,426 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2011/04/01,"endocytic, degradation, hERG",0,zN/A,0,zN/A,8571,4145
"Zhang, Shetuan","Queen's University (Kingston, Ontario)",Ontario,Operating Grant,201110MOP,Cardiovascular System - A: Cells and Tissues,Pharmacological/nutraceutical rescue of mutated cardiac ion channels to treat inherited cardiac arrhythmias,"$100,000 ",$0 ,1 yr 0 mth ,Circulatory and Respiratory Health,2012/03/01,"pharmacological, ion channels, arrhythmias",0,zN/A,0,zN/A,8572,4145
"Zhang, Shetuan","Queen's University (Kingston, Ontario)",Ontario,Operating Grant,201503MOP,Cardiovascular System - A: Cells and Tissues,A novel regulation of the hERG channel and its role in long QT syndrome and sudden cardiac death,"$713,307 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2015/10/01,"hERG, channel, long QT",0,zN/A,0,zN/A,8573,4145
"Zhang, Shetuan","Queen's University (Kingston, Ontario)",Ontario,Project Grant,202209PJT,Cardiovascular System - B: Heart and Circulation,Molecular mechanisms underlying cardiac surgery associated atrial fibrillation,"$1,048,050 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2023/04/01,"molecular, cardiac, atrial fibrillation",0,zN/A,0,zN/A,8574,4145
"Zhang, Wandong",University of Ottawa,Ontario,China-Canada Joint Health Research Initiative,201003CCI,China-Canada Joint Health Research Initiative - Grants Program,Identify and characterize the genetic changes in cholesterol-regulator genes in late-onset Alzheimer's disease,"$150,000 ",$0 ,3 yrs 0 mth ,Aging,1/1/2011,"genetic, cholesterol, Alzheimer's",0,zN/A,0,zN/A,8575,4146
"Zhang, Xia",University of Ottawa,Ontario,China-Canada Joint Health Research Initiative,201103CCI,China-Canada Joint Health Research Initiative - Grants Program,Synaptic LTP and fear memory,"$225,000 ",$0 ,3 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",1/1/2012,"Synaptic, LTP, memory",0,zN/A,0,zN/A,8576,4147
"Zhang, Xia",University of Ottawa,Ontario,Operating Grant,201203MOP,Systems & Circuits Neurosciences - A,Amyloid-beta regulation of hippocampal synaptic plasticity,"$745,810 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2012/10/01,"Amyloid-beta, hippocampal, synaptic plasticity",0,zN/A,0,zN/A,8577,4147
"Zhang, Xia",University of Ottawa,Ontario,Operating Grant,201203MOP,Pharmacology & Toxicology,Endocannabinoid pharmacology and hippocampal synaptic plasticity,"$825,376 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2012/10/01,"Endocannabinoid, hippocampal, synaptic plasticity",0,zN/A,0,zN/A,8578,4147
"Zhang, Ying",Dalhousie University (Nova Scotia),Nova Scotia,Operating Grant,201009MOP,Movement & Exercise,Functional analyses of molecularly-defined spinal interneurons in regulating motor activity,"$357,033 ",$0 ,3 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2011/04/01,"spinal interneurons, motor activity, molecularly-defined",0,zN/A,0,zN/A,8579,4148
"Zhang, Ying",Dalhousie University (Nova Scotia),Nova Scotia,Operating Grant,201309MOP,Movement & Exercise,Functional analyses of subpopulations of genetically-defined spinal interneurons in regulating different motor activities,"$760,085 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2014/04/01,"spinal interneurons, motor activities, genetic",0,zN/A,0,zN/A,8580,4148
"Zhang, Ying",Dalhousie University (Nova Scotia),Nova Scotia,Project Grant,202003PJT,Movement & Exercise,Spinal interneuron subpopulations and modular circuits in normal locomotor control and after spinal cord injury,"$1,009,800 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2020/10/01,"spinal interneuron, locomotor control, spinal cord injury",0,zN/A,0,zN/A,8581,4148
"Zhang, Ze",Universite Laval,Quebec,China-Canada Joint Health Research Initiative,201003CCI,China-Canada Joint Health Research Initiative - Grants Program,The therapeutic effect and safety of collagen binding vascular endothelial growth factor on myocardial infarction,"$149,931 ",$0 ,3 yrs 0 mth ,Circulatory and Respiratory Health,1/1/2011,"collagen, vascular endothelial growth factor, myocardial infarction",0,zN/A,0,zN/A,8582,4149
"Zhang, Zhaolei",University of Toronto,Ontario,Catalyst Grant: Bioinformatics Approaches to Cancer Research,200903BIO,Catalyst Grant:  Bioinformatics Approaches to Cancer Research,A collaborative research program to integrate genomic and proteomic data for the identification of predictive biomarkers in bladder cancer,"$100,000 ",$0 ,1 yr 0 mth ,Cancer Research,11/1/2009,"genomic, proteomic, biomarkers",1,zN/A,0,zN/A,8583,4150
"Zhang, Zhaolei",University of Toronto,Ontario,Operating Grant,201103MOP,Genomics: Systems and computational biology,Evolution and genetic variation of microRNA regulatory network in humans,"$688,745 ",$0 ,5 yrs 0 mth ,Genetics,2011/10/01,"microRNA, genetic variation, regulatory network",0,zN/A,0,zN/A,8584,4150
"Zhang, Zhu-Xu",Western University (Ontario),Ontario,Operating Grant,201103MOP,Cardiovascular System - B: Heart and Circulation,Regulation of pretransplant ischemic injury and cardiac allograft vasculopathy,"$297,842 ",$0 ,3 yrs 0 mth ,Circulatory and Respiratory Health,2011/10/01,"ischemic injury, cardiac allograft, vasculopathy",0,zN/A,0,zN/A,8585,4151
"Zhang, Zhu-Xu",Western University (Ontario),Ontario,Operating Grant,201405MOP,Cardiovascular System - B: Heart and Circulation,Regulation of pretransplant ischemic injury and cardiac allograft vasculopathy,"$100,000 ",$0 ,1 yr 0 mth ,Circulatory and Respiratory Health,2014/10/01,"ischemic injury, cardiac allograft, vasculopathy",0,zN/A,0,zN/A,8586,4151
"Zhang, Zhu-Xu",Western University (Ontario),Ontario,Project Grant,201909PJT,Cardiovascular System - B: Heart and Circulation,TLR3 is an endogenous sensor of cell death and a potential target for induction of long-term heart transplant survival,"$550,800 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2020/04/01,"TLR3, cell death, heart transplant",0,zN/A,0,zN/A,8587,4151
"Zhen, Mei",Sinai Health System (Toronto),Ontario,Operating Grant,200809MOP,Genetics,Investigating the Genetic Complexity of Bardet-Biedl syndrome (BBS) using the C. elegans Animal Model,"$695,380 ",$0 ,4 yrs 0 mth ,Genetics,2009/04/01,"Genetic, C. elegans, Bardet-Biedl syndrome",0,zN/A,0,zN/A,8588,4152
"Zhen, Mei",Sinai Health System (Toronto),Ontario,Operating Grant,200909MOP,Developmental Biology,Regulation of Synapse Development and Neuronal Activity by a Novel Cation Channel,"$943,355 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2010/04/01,"Synapse, Neuronal activity, Cation channel",0,zN/A,0,zN/A,8589,4152
"Zhen, Mei",Sinai Health System (Toronto),Ontario,China-Canada Joint Health Research Initiative,201003CCI,China-Canada Joint Health Research Initiative - Grants Program,Regulation of Axon Migration and Synapse Patterning during the Nervous System Development,"$150,000 ",$0 ,3 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",1/1/2011,"axon, migration, synapse",0,zN/A,0,zN/A,8590,4152
"Zhen, Mei",Sinai Health System (Toronto),Ontario,Operating Grant,201203MOP,Molecular & Cellular Neurosciences - B,Which Direction to Go? An Optogenetic Interrogation of the C. elegans Motor Circuit,"$706,051 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2012/10/01,"Optogenetics, C. elegans, Motor circuit",0,zN/A,0,zN/A,8591,4152
"Zhen, Mei",Sinai Health System (Toronto),Ontario,Operating Grant,201209MOP,Developmental Biology,Deciphering the Role of UBR1 E3 Ubiquitin Ligase using a C. elegans Model,"$522,130 ",$0 ,5 yrs 0 mth ,Genetics,2013/04/01,"UBR1, Ubiquitin, C. elegans",0,zN/A,0,zN/A,8592,4152
"Zhen, Mei",Sinai Health System (Toronto),Ontario,Project Grant,202403PJT,Cell and Developmental Physiology,Genetic- and experience-dependent wiring decisions,"$1,422,900 ",$0 ,5 yrs 0 mth ,Genetics,2024/10/01,"Genetic, wiring, decisions",0,zN/A,0,zN/A,8593,4152
"Zheng, Chao",Centre for Addiction and Mental Health (Toronto),Ontario,Project Grant,202309PJT,Pharmaceutical Sciences,Develop in vivo PET imaging probes for ROCK2 as a biomarker of early Alzheimer's disease.,"$761,175 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2024/04/01,"PET, ROCK2, Alzheimer's",0,zN/A,0,zN/A,8594,4153
"Zheng, Gang",University Health Network (Toronto),Ontario,China-Canada Joint Health Research Initiative,200903CCI,China-Canada Joint Health Research Initiative - Grants Program,Optical molecular imaging guided cancer therapy according to genetic alterations of cancer,"$150,000 ",$0 ,3 yrs 0 mth ,Genetics,1/1/2010,"Optical, molecular imaging, cancer",11,zN/A,0,zN/A,8595,4154
"Zheng, Xi-Long",University of Calgary,Alberta,Catalyst Grant: Pilot Projects in Aging - Biological & Clinical Aspects of Aging,201009IAB,Institute of Aging Pilot Projects,Polyploidization of vascular smooth muscle cells contributes to vascular aging,"$50,000 ",$0 ,1 yr 0 mth ,Circulatory and Respiratory Health,3/1/2011,"Polyploidization, vascular smooth muscle cells, aging",0,zN/A,0,zN/A,8596,4155
"Zheng, Xi-Long",University of Calgary,Alberta,Operating Grant,201109MOP,Cardiovascular System - C: Vascular System,Regulation of Myocardin Activity in Vascular Smooth Muscle by Proteasome Degradation,"$597,675 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2012/04/01,"Myocardin, Vascular smooth muscle, Proteasome",0,zN/A,0,zN/A,8597,4155
"Zheng, Xi-Long",University of Calgary,Alberta,Project Grant,201903PJT,Cell Biology - Disease,Role of Smooth Muscle Autophagy in Aging-Associated Vascular Stiffness,"$948,600 ",$0 ,5 yrs 0 mth ,Aging,2019/10/01,"Autophagy, Vascular, Muscle",0,zN/A,0,zN/A,8598,4155
"Zheng, Xi-Long",University of Calgary,Alberta,Project Grant,202104PJT,Cell Biology - Disease,Characterization of smooth muscle PCSK9 in the pathogenesis of abdominal aortic aneurysm,"$944,776 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2021/10/01,"smooth muscle, PCSK9, aneurysm",0,zN/A,0,zN/A,8599,4155
"Zheng, Xiufen",Western University (Ontario),Ontario,Operating Grant,201503MOP,Cardiovascular System - B: Heart and Circulation,The role of  growth differentiation factor (GDF)15 in heart transplantation,"$480,865 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2015/10/01,"growth differentiation factor, heart, transplantation",0,zN/A,0,zN/A,8600,4156
"Zheng, Xiufen",Western University (Ontario),Ontario,Project Grant,201809PJT,Cardiovascular System - B: Heart and Circulation,The role of circular RNA in heart transplantation,"$849,150 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2019/04/01,"circular RNA, heart, transplantation",0,zN/A,0,zN/A,8601,4156
"Zhou, Yan",University of Saskatchewan,Saskatchewan,Operating Grant,200903MOP,Virology & Viral Pathogenesis,Influenza A virus infection activates PI3K/Akt pathway,"$604,225 ",$0 ,5 yrs 0 mth ,Infection and Immunity,2009/10/01,"Influenza, virus, PI3K/Akt",0,zN/A,0,zN/A,8602,4157
"Zhou, Yan",University of Saskatchewan,Saskatchewan,Project Grant,201903PJT,Virology & Viral Pathogenesis,Sensing Influenza A virus by RIG-I,"$757,350 ",$0 ,5 yrs 0 mth ,Infection and Immunity,2019/10/01,"Influenza A, RIG-I, sensing",0,zN/A,0,zN/A,8603,4157
"Zhou, Youwen",University of British Columbia,British Columbia,China-Canada Joint Health Research Initiative,201303CCI,China-Canada Joint Health Research Initiative - Grants Program,Characterising the genetic mutations in familial hyperhidrosis palmaris et plantaris,"$225,000 ",$0 ,3 yrs 0 mth ,Musculoskeletal Health and Arthritis,1/1/2014,"genetic mutations, hyperhidrosis, familial",0,zN/A,0,zN/A,8605,4158
"Zhou, Youwen",University of British Columbia,British Columbia,Project Grant,201709PJT,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Role of CLEC12B+ macrophages in the pathogenesis of vitiligo and melanoma,"$745,875 ",$0 ,5 yrs 0 mth ,Musculoskeletal Health and Arthritis,2018/04/01,"CLEC12B, macrophages, vitiligo",0,zN/A,0,zN/A,8606,4158
"Zhuo, Min",University of Toronto,Ontario,Operating Grant,201109MOP,Molecular & Cellular Neurosciences - B,Allodynia-related plasticity in the anterior cingulate cortex.,"$581,615 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2012/04/01,"Allodynia, plasticity, cingulate cortex",0,zN/A,0,zN/A,8607,4159
"Zhuo, Min",University of Toronto,Ontario,Project Grant,201903PJT,"Behavioural Sciences - C: Behavioural Studies, Neuroscience and Cognition",Corticospinal descending modulation of spinal sensory transduction in chronic pain,"$860,626 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2019/10/01,"corticospinal, spinal, sensory",0,zN/A,0,zN/A,8608,4159
"Zilman, Anton",University of Toronto,Ontario,Project Grant,202303PJT,Biochemistry & Molecular Biology - A,Biophysical principles of nucleo-cytoplasmic transport,"$344,250 ",$0 ,5 yrs 0 mth ,Cancer Research,2023/10/01,"nucleo-cytoplasmic transport, biophysical principles",0,zN/A,0,zN/A,8609,4160
"Ziltener, Hermann J",University of British Columbia,British Columbia,Operating Grant,201009MOP,Immunology & Transplantation,Branched O-glycan expression and lymphocyte function,"$844,515 ",$0 ,5 yrs 0 mth ,Infection and Immunity,2011/04/01,"O-glycan, lymphocyte, expression",0,zN/A,0,zN/A,8610,4161
"Zimmerly, Steven J",University of Calgary,Alberta,Operating Grant,200809MOP,Biochemistry & Molecular Biology - B,Group II intron retroelements in bacteria,"$387,135 ",$0 ,5 yrs 0 mth ,Genetics,2009/04/01,"Group II intron, retroelements, bacteria",0,zN/A,0,zN/A,8611,4162
"Zimmerman, Deborah L",Ottawa Hospital Research Institute,Ontario,Project Grant,201803PJT,"Clinical Investigation - C: Digestive, Endocrine and Excretory Systems",A Simple Exercise Program for Patients with End Stage Kidney Disease to Improve Strength and Quality of Life: a Feasibility Study,"$252,450 ",$0 ,2 yrs 6 mths ,"Nutrition, Metabolism and Diabetes",2018/10/01,"Exercise, Kidney Disease, Strength",0,zN/A,0,zN/A,8612,4163
"Zimmermann, Camilla",University Health Network (Toronto),Ontario,Project Grant,202309PJT,"Psychosocial, Sociocultural & Behavioural Determinants of Health",Randomized controlled trial of in-person and virtual Symptom screening with Targeted Early Palliative care (STEP2) in patients with advanced cancer,"$929,475 ",$0 ,5 yrs 0 mth ,Cancer Research,2024/04/01,"symptom screening, palliative care, cancer",0,zN/A,0,zN/A,8613,4164
"Zlotta, Alexandre R",Sinai Health System (Toronto),Ontario,Project Grant,202303PJT,Health Services Evaluation & Interventions Research 2,"Development, multi-ancestry international validation, algorithmic audit, and prospective silent trial evaluation of PRISM - A globally accessible, patient-oriented artificial intelligence-based model to predict the presence of clinically significant prostate cancer","$462,824 ",$0 ,4 yrs 0 mth ,Cancer Research,2023/10/01,"artificial intelligence, prostate cancer, prediction",0,zN/A,0,zN/A,8614,4165
"Zochodne, Douglas W",University of Calgary,Alberta,Operating Grant,200909MOP,Systems & Circuits Neurosciences - A,Molecular Roadblocks to Nerve Regeneration,"$692,860 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2010/04/01,"molecular, nerve, regeneration",0,zN/A,0,zN/A,8615,4166
"Zochodne, Douglas W",University of Calgary,Alberta,Operating Grant,201303MOP,Systems & Circuits Neurosciences - A,Rescue of diabetic sensory neurodegeneration through insulin signaling,"$778,699 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2013/10/01,"diabetic, sensory neurodegeneration, insulin signaling",0,zN/A,0,zN/A,8616,4166
