Name,Institution_Paid,Provinces,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,External_Funding,External_Funding_Partner,Term_Years_Months,Primary_Institute,Research_Categories,Funding_Start,Funding_End,Patents,outcome_data,last_updated,title_keywords
"Marcato, Paola",Dalhousie University (Nova Scotia),Nova Scotia,Operating Grant,201303MOP,Cancer Progression & Therapeutics,The role of ALDH1A3 in breast cancer progression and cancer stem cell biology,"$627,147",$0,,,5 yrs 0 mth ,Cancer Research,BREAST CANCER; CANCER,2013-10-01,2018-09-30,1,,,"ALDH1A3, breast cancer, cancer stem cells"
"Martel, Anne L","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Ontario,Operating Grant,201103MOP,Medical Physics & Imaging,Automatic Motion Correction for Dynamic Contrast Enhanced MRI,"$198,878",$0,,,3 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; MULTIPLE DISEASE RELEVANCE; IMAGING; CANCER,2011-10-01,2014-09-30,0,,,"Motion, Correction, MRI"
"Martel, Anne L","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Ontario,Project Grant,202203PJT,Medical Physics & Imaging,Using AI to predict the presence of occult invasive carcinoma following diagnosis of DCIS on biopsy,"$887,400",$0,,,5 yrs 0 mth ,Cancer Research,Artificial Intelligence-Machine Learning; Biomedical Engineering-Biomedical Imaging; Cancer-Cancer Drug Development and Therapeutics,2022-10-01,2027-09-30,0,,,"AI, carcinoma, biopsy"
"Martel, Anne L","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Ontario,Project Grant,201909PJT,Medical Physics & Imaging,Using MRI imaging to develop a personalized risk-based breast cancer screening strategy,"$925,650",$0,,,5 yrs 0 mth ,Cancer Research,Biomedical Engineering-Biomedical Imaging; Health Services and Systems-Personalized Medicine; Cancer-Clinical Oncology,2020-04-01,2025-03-31,0,,,"MRI, breast cancer, screening"
"Martel, Anne L","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Ontario,Project Grant,201809PJT,Medical Physics & Imaging,Using deep learning to estimate breast cancer recurrence scores from histopathology images,"$780,300",$0,,,5 yrs 0 mth ,Cancer Research,Biomedical Engineering-Biomedical Imaging; Health Services and Systems-Personalized Medicine; Cancer-Clinical Oncology,2019-04-01,2024-03-31,1,,,"deep learning, breast cancer, histopathology"
"Martin, Alberto",University of Toronto,Ontario,Project Grant,202003PJT,Cancer Biology & Therapeutics,Gut microbiota and the etiology of colon cancer,"$1,005,976",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Mechanisms of Carcinogenesis; Immunology and Infection-Infectious Diseases,2020-10-01,2025-09-30,1,,,"gut microbiota, colon cancer, etiology"
"Masani, Kei",University Health Network (Toronto),Ontario,Operating Grant - PA: IMHA New investigators - Bridge Funding,201303OMH,Biomedical Engineering,Development of novel tool to reduce muscle fatigue during rehabilitation using functional electrical stimulation,"$100,000",$0,,,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; SPINAL CORD DISEASE; MUSCLE, BONE, OR JOINT; NERVOUS SYSTEM",2013-10-01,2014-09-30,0,,,"muscle fatigue, functional electrical stimulation, rehabilitation"
"Masani, Kei",Toronto Rehabilitation Institute-UHN,Ontario,Operating Grant,201009MOP,Biomedical Engineering,Novel methodology to reduce muscle fatigue during functional electrical stimulation,"$120,364",$0,,,2 yrs 0 mth ,Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; SPINAL CORD DISEASE; MUSCLE, BONE, OR JOINT; NERVOUS SYSTEM",2011-04-01,2013-03-31,0,,,"muscle fatigue, functional electrical stimulation"
"Mason, Andrew L",University of Alberta,Alberta,Op Gr: Spark Grants in Novel Technologies in Cancer Prevention & Early Detection,202010SGN,Special Cases,Does Human Betaretrovirus (HBRV) infection predate the development of Breast Cancer?,"$150,000",$0,,,1 yr 0 mth ,Cancer Research,BREAST CANCER; VIRAL; CANCER; VIROLOGY,2021-01-01,2021-12-31,1,,,"Betaretrovirus, Infection, Breast Cancer"
"Masson, Jean-Yves",Universite Laval,Quebec,Operating Grant,201009MOP,Cancer Biology & Therapeutics,Functions of the tumor suppressor PALB2 in DNA double-strand break repair and tumorigenesis,"$742,371",$0,,,5 yrs 0 mth ,Genetics,CANCER THERAPY GENERAL; BREAST CANCER; BIOCHEMISTRY; CANCER,2011-04-01,2016-03-31,0,,,"PALB2,DNA repair, tumorigenesis"
"Masson, Jean-Yves",Universite Laval,Quebec,Operating Grant,201303MOP,Cancer Biology & Therapeutics,Interplay between homologous recombination and anti-recombination activities at broken DNA replication forks and genomic instability,"$514,295",$0,,,5 yrs 0 mth ,Genetics,CANCER THERAPY GENERAL; BREAST CANCER; BIOCHEMISTRY; MOLECULAR BIOLOGY,2013-10-01,2018-06-30,0,,,"homologous recombination, DNA replication, genomic instability"
"Masson, Jean-Yves",Universite Laval,Quebec,Operating Grant,200909MOP,Cancer Biology & Therapeutics,MRE11-RAD50-NBS1: at the crossroads of DNA double-strand break repair and Fanconi anemia,"$821,551",$0,,,5 yrs 0 mth ,Genetics,CANCER THERAPY GENERAL; BREAST CANCER; BIOCHEMISTRY; CANCER,2010-04-01,2015-03-31,0,,,"DNA repair, double-strand break, Fanconi anemia"
"Matsubara, Joanne A",University of British Columbia,British Columbia,Project Grant,201903PJT,Biomedical Engineering,Treating advanced retinal degeneration - rebuilding multiple co-dependent retinal layers with stem cells,"$856,800",$0,,,4 yrs 0 mth ,Aging,"Biomedical Engineering-Regenerative Medicine and Tissue Engineering; Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation; Biomedical Engineering-Biomaterials, Nanotechnology and Biomechanics; Biomedical Imaging",2019-10-01,2023-09-30,0,,,"retinal degeneration, stem cells, retinal layers"
"Matsuura, Naomi",University of Toronto,Ontario,Project Grant,202403PJT,Cancer Progression & Therapeutics 2,Enhanced drug delivery to lung cancers using endobronchial ultrasound (EBUS),"$753,526",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,2024-10-01,2029-09-30,0,,,"drug delivery, lung cancers, endobronchial ultrasound"
"Matsuura, Naomi",University of Toronto,Ontario,Project Grant,201909PJT,Biomedical Engineering,Ultrasound activated bubbles to potentiate cancer therapy,"$455,176",$0,,,4 yrs 0 mth ,Cancer Research,"Biomedical Engineering-Biomaterials, Nanotechnology and Biomechanics; Biomedical Engineering-Biomedical Imaging",2020-04-01,2024-03-31,0,,,"Ultrasound, Bubbles, Cancer"
"Maxwell, Christopher A",University of British Columbia,British Columbia,Operating Grant - Priority Announcement: Breast Cancer Research (AVON),201309OBC,Cancer Biology & Therapeutics,"Understanding the mitotic and non-mitotic roles of RHAMM, a novel regulator for aurora kinase A.",$0,$0,"$631,358",Avon Foundation for Women - Canada,5 yrs 0 mth ,Cancer Research,BREAST CANCER; BREAST CANCER THERAPY; CANCER; CELL BIOLOGY,2014-04-01,2019-03-31,0,,,"mitotic, RHAMM, aurora kinase"
"Mazroui, Rachid",Universite Laval,Quebec,Operating Grant,201003MOP,Cancer Biology & Therapeutics,Role of eIF4E in stress granules formation and the associated resistance to chemotherapy,"$421,824",$0,,,3 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; BREAST CANCER THERAPY; CANCER; BIOCHEMISTRY,2011-07-01,2016-06-30,0,,,"eIF4E, stress granules, chemotherapy"
"Mazwi, Mjaye L",Hospital for Sick Children (Toronto),Ontario,Project Grant,202203PJT,Biomedical Engineering 2,Using heart rhythm detection as a prototype to translate machine learning equitably and reproducibly to the point of care,"$657,900",$0,,,3 yrs 0 mth ,Circulatory and Respiratory Health,"Cardiovascular, Respiratory and Circulatory Systems-Clinical and Translational Cardiovascular Sciences; Artificial Intelligence-Machine Learning",2022-10-01,2025-09-30,0,,,"heart rhythm, machine learning, point of care"
"McCaffrey, Luke M",McGill University,Quebec,Project Grant,201709PJT,Cancer Biology & Therapeutics 2,Distinct roles for the Par6 polarity protein in development of low- and high-grade breast cancers.,"$898,875",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Mechanisms of Carcinogenesis,2018-04-01,2023-03-31,0,,,"Par6, polarity protein, breast cancers"
"McCaffrey, Luke M",McGill University,Quebec,Project Grant,202003PJT,Cancer Progression & Therapeutics 2,Overcoming suppressive micro-environments in early breast cancer progression,"$1,338,750",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,2020-10-01,2025-09-30,0,,,"micro-environments, breast cancer, progression"
"McCoy, Kathy",University of Calgary,Alberta,Project Grant,202104PJT,Cancer Biology & Therapeutics,Determining the impact of inosine-producing microbes in promoting the efficacy and modulating toxicity of immune checkpoint blockade therapy in cancer.,"$975,376",$0,,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology",2021-10-01,2026-09-30,0,,,"inosine, microbes, immune checkpoint"
"McElwee, Kevin J",University of British Columbia,British Columbia,Operating Grant: Fall 2008 Priority Announcement (IMHA),200809MUS,Cancer Biology & Therapeutics,CXC chemokines in basal cell carcinomas,"$84,507",$0,,,1 yr 0 mth ,Musculoskeletal Health and Arthritis,SKIN AND SUBCUTANEOUS TISSUS; NEOPLASMS; CANCER; CELL BIOLOGY,2009-07-01,2014-06-30,0,,,"CXC chemokines, basal cell carcinoma"
"McGaha, Tracy",University Health Network (Toronto),Ontario,Project Grant,201809PJT,Cancer Biology & Therapeutics,Mechanistic studies of macrophages and the tumour microenvironment as immunologic barriers to therapy in pancreatic ductal adenocarcinoma,"$1,059,525",$0,,,5 yrs 0 mth ,Infection and Immunity,"Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology",2019-04-01,2024-03-31,1,,,"macrophages, tumour microenvironment, pancreatic ductal adenocarcinoma"
"McGibbon, Chris",University of New Brunswick (Fredericton),New Brunswick,Operating Grant: Priority Announcement (IHSPR),200809IHP,Biomedical Engineering,The Doctor is in the house: Validation of a toolkit for remote monitoring of progressive neuromuscular and neurological conditions,"$100,000",$0,,,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction","MULTIPLE DISEASE RELEVANCE; AMYOTROPHIC LATERAL SCLEROSIS (ALS); HEALTH RESEARCH; MUSCLE, BONE, OR JOINT",2009-01-01,2009-12-31,0,,,"remote monitoring, neuromuscular, neurological"
"McGlade, Catherine J",Hospital for Sick Children (Toronto),Ontario,Project Grant,202109PJT,Cancer Progression & Therapeutics,Alternative splicing and Numb protein isoform function in cancer metastasis.,"$860,625",$0,,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Progression and Metastasis; Molecular, Cellular and Systems Biology-Cell Signaling; Molecular, Cellular and Systems Biology-Molecular Biology",2022-04-01,2027-03-31,0,,,"splicing, Numb protein, metastasis"
"McGlade, Catherine J",Hospital for Sick Children (Toronto),Ontario,Project Grant,201903PJT,Cancer Progression & Therapeutics 2,Approaches to regulate Cbl ubiquitin ligase activity and control oncogenic tyrosine kinase signaling.,"$906,526",$0,,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Molecular, Cellular and Systems Biology-Cell Signaling; Molecular, Cellular and Systems Biology-Cell Biology and Physiology",2019-10-01,2024-09-30,0,,,"Cbl, ubiquitin ligase, tyrosine kinase"
"McGlade, Catherine J",Hospital for Sick Children (Toronto),Ontario,Operating Grant,201003MOP,Cancer Biology & Therapeutics,Function and regulation of Numb alternative splicing in cancer.,"$654,230",$0,,,5 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; BRAIN TUMORS (INCL. RETINAL TUMORS); CELL BIOLOGY; MOLECULAR BIOLOGY,2010-10-01,2015-09-30,0,,,"Numb, splicing, cancer"
"McGlade, Catherine J",Hospital for Sick Children (Toronto),Ontario,Operating Grant,201503MOP,Cancer Progression & Therapeutics 2,Function and regulation of Numb protein isoforms in cancer.,"$817,497",$0,,,5 yrs 0 mth ,Cancer Research,BREAST CANCER; LUNG CANCER; CANCER; MOLECULAR BIOLOGY,2015-07-01,2020-06-30,0,,,"Numb protein, isoforms, cancer"
"McGuigan, Alison P",University of Toronto,Ontario,Project Grant,202010PJT,Cancer Biology & Therapeutics 2,Deciphering the impact of genetic and microenvironmental variation on pancreatic ductal adenocarcinoma (PDAC) cell phenotype and response to therapy,"$669,375",$0,,,5 yrs 0 mth ,Cancer Research,Biomedical Engineering-Regenerative Medicine and Tissue Engineering; Cancer-Cancer Drug Development and Therapeutics; Genetics-Molecular and Functional Genetics and Epigenetics,2021-04-01,2026-03-31,0,,,"genetic, microenvironmental, pancreatic ductal adenocarcinoma"
"McKenzie, Charles A",Western University (Ontario),Ontario,Project Grant,201809PJT,Medical Physics & Imaging,Hyperpolarised 13C MRI of Placental Metabolism in Intrauterine Growth Restriction,"$638,776",$0,,,4 yrs 0 mth ,"Human Development, Child and Youth Health","Biomedical Engineering-Biomedical Imaging; Reproduction and Development-Clinical Embryology, Neonatology and Pediatrics",2019-04-01,2023-03-31,0,,,"hyperpolarised, MRI, placental metabolism"
"McLachlin, Stewart D",University of Waterloo (Ontario),Ontario,Project Grant - PA: Myalgic Encephalomyelitis and IMHA Mandate Areas,202109PAY,Biomedical Engineering,A prospective investigation for characterization and predictive modeling of cage subsidence following anterior spinal column reconstruction,"$100,000",$0,,,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"Biomedical Engineering-Biomaterials, Nanotechnology and Biomechanics; Biomedical Engineering-Biomedical Imaging",2022-03-01,2023-02-28,0,,,"cage subsidence, anterior spinal, predictive modeling"
"McManus, Kirk J",University of Manitoba,Manitoba,Project Grant,201809PJT,Cancer Progression & Therapeutics,Exploring and Exploiting Reduced USP22 Expression in Colorectal Cancer,"$807,075",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis; Cancer-Mechanisms of Carcinogenesis; Genetics-Molecular and Functional Genetics and Epigenetics,2019-04-01,2024-03-31,0,,,"USP22, colorectal cancer, gene expression"
"McMullen, Todd",University of Alberta,Alberta,Project Grant,201710PJT,Medical Physics & Imaging 2,Targeting PDGFRa using PET Imaging to Diagnose Metastatic Papillary Thyroid Cancer and Improve Treatment,"$100,000",$0,,,1 yr 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics; Biomedical Engineering-Biomedical Imaging,2018-04-01,2019-03-31,0,,,"PDGFRa, PET imaging, thyroid cancer"
"McMullen, Todd",University of Alberta,Alberta,Operating Grant,201209MOP,Cancer Progression & Therapeutics 2,The Biological and Clinical Significance of Platelet Derived Growth Factor Receptor in Papillary Thyroid Cancer,"$642,147",$0,,,5 yrs 0 mth ,Cancer Research,THYROID; NEOPLASMS; CELL BIOLOGY; DRUG RESEARCH,2013-04-01,2018-03-31,2,,,"Platelet, Growth Factor Receptor, Thyroid Cancer"
"McNagny, Kelly M",University of British Columbia,British Columbia,Project Grant - PA: Breast Cancer Research,202209PLL,Cancer Biology & Therapeutics,"Podocalyxin's role in tumor invasion, metastasis, and immune evasion","$100,000",$0,,,1 yr 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Cancer-Cancer Progression and Metastasis; Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology",2023-03-01,2024-02-29,0,,,"Podocalyxin, tumor invasion, metastasis"
"Mcgilvray, Ian D",University Health Network (Toronto),Ontario,Project Grant,202309PJT,Biomedical Engineering 2,Manipulating the cellular microenvironment to bioengineer bile ducts,"$1,067,175",$0,,,5 yrs 0 mth ,Infection and Immunity,"Biomedical Engineering-Regenerative Medicine and Tissue Engineering; Digestive, Endocrine and Excretory Systems-Gastroenterology and Hepatology; Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology",2024-04-01,2029-03-31,0,,,"cellular, microenvironment, bile ducts"
"Mcgilvray, Ian D",University Health Network (Toronto),Ontario,Operating Grant,201403MOP,Cancer Progression & Therapeutics 2,Nanoparticle targeting of the liver,"$483,813",$0,,,3 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; MULTIPLE DISEASE RELEVANCE; CANCER; GASTROINTESTINAL (LIVER),2014-07-01,2018-03-31,0,,,"Nanoparticle, targeting, liver"
"Mcmillen, David R",University of Toronto,Ontario,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Diagnostics,202005VR2,COVID-19 Rapid Research - Diagnostics,Development of a yeast-based immunoassay for SARS-CoV-2 serologic testing amenable to inexpensive local production,"$179,140",$0,,,1 yr 0 mth ,Infection and Immunity,VIRAL; EPIDEMIOLOGY; MOLECULAR BIOLOGY; INTERNATIONAL HEALTH,2020-06-01,2021-05-31,0,,,"yeast, immunoassay, SARS-CoV-2"
"Menon, Ravi S",Western University (Ontario),Ontario,Operating Grant,201403MOP,Medical Physics & Imaging,Beyond the McDonald Criteria. Can MRI diagnose Multiple Sclerosis at the onset of initial symptoms ?,"$773,740",$0,,,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",MULTIPLE SCLEROSIS; MULTIPLE DISEASE RELEVANCE; IMAGING; NERVOUS SYSTEM,2014-07-01,2016-06-30,0,,,"MRI, Multiple Sclerosis, Diagnosis"
"Menon, Ravi S",Western University (Ontario),Ontario,Operating Grant,201009MOP,Medical Physics & Imaging,Ultra high field MRI measurements of tissue magnetic susceptibility in Multiple Sclerosis,"$912,635",$0,,,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",MULTIPLE SCLEROSIS; CNS ORGANIC; IMAGING; NERVOUS SYSTEM,2011-04-01,2016-03-31,0,,,"MRI, magnetic susceptibility, Multiple Sclerosis"
"Mercier, Franeois",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Project Grant,202209PJT,Cancer Progression & Therapeutics,Understanding the role of eIF4A in AML progression and relapse,"$929,475",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics; Cancer-Cancer Progression and Metastasis; Cancer-Mechanisms of Carcinogenesis,2023-04-01,2028-03-31,0,,,"eIF4A, AML, relapse"
